Referencia Bancaria;Sucursal;Fecha De La Orden;Métodos De Pago;Pago Previo $;Tasa Bs/$;Pago Previo Bs;Order Id
36257972;2 Doce Market - Las Mercedes;27/4/2026;InstantDebit;$20.08;484.74;9,733.58;19039859
574182209;2 Doce Market - Las Mercedes;27/4/2026;CreditsPagoMovilV2;$1.89;484.74;916.16;19040893
35577490;2 Doce Market - Las Mercedes;26/4/2026;InstantDebit;$7.20;484.74;3,490.13;19037275
35577490;2 Doce Market - Las Mercedes;26/4/2026;InstantDebit;$14.90;484.74;7,224.56;19033426
35577490;2 Doce Market - Las Mercedes;26/4/2026;InstantDebit;$4.37;484.74;2,120.25;19032168
591542382;2 Doce Market - Las Mercedes;26/4/2026;CreditsPagoMovilV2;$1.80;484.74;872.53;19032392
591542382;2 Doce Market - Las Mercedes;26/4/2026;CreditsPagoMovilV2;$6.36;484.74;3,082.95;19037310
591542382;2 Doce Market - Las Mercedes;26/4/2026;CreditsPagoMovilV2;$4.77;484.74;2,312.21;19033573
35577490;2 Doce Market - Las Mercedes;26/4/2026;InstantDebit;$17.91;484.74;8,681.69;19037842
35577490;2 Doce Market - Las Mercedes;26/4/2026;punto_de_venta;$5.40;484.74;2,617.6;19038270
714885212;2 Doce Market - Las Mercedes;26/4/2026;CreditsPagoMovilV2;$3.15;484.74;1,526.93;19038586
35577490;2 Doce Market - Las Mercedes;26/4/2026;InstantDebit;$1.44;484.74;698.03;19031802
591542382;2 Doce Market - Las Mercedes;26/4/2026;CreditsPagoMovilV2;$2.99;484.74;1,446.95;19033665
35577490;2 Doce Market - Las Mercedes;26/4/2026;punto_de_venta;$10.80;484.74;5,235.19;19035505
35577490;2 Doce Market - Las Mercedes;26/4/2026;InstantDebit;$5.24;484.74;2,539.07;19038423
35577490;2 Doce Market - Las Mercedes;26/4/2026;punto_de_venta;$17.86;484.74;8,655.52;19038235
35577490;2 Doce Market - Las Mercedes;25/4/2026;megasoft;$1.98;484.74;959.79;19023585
35577490;2 Doce Market - Las Mercedes;25/4/2026;punto_de_venta;$3.42;484.74;1,657.81;19030582
302764821;2 Doce Market - Las Mercedes;25/4/2026;CreditsPagoMovilV2;$1.65;484.74;799.82;19030262
35577490;2 Doce Market - Las Mercedes;25/4/2026;InstantDebit;$8.30;484.74;4,022.37;19025986
35577490;2 Doce Market - Las Mercedes;25/4/2026;InstantDebit;$3.98;484.74;1,927.33;19024882
35577490;2 Doce Market - Las Mercedes;25/4/2026;InstantDebit;$1.15;484.74;557.45;19030349
35577490;2 Doce Market - Las Mercedes;25/4/2026;InstantDebit;$5.49;484.74;2,661.22;19030558
523129706;2 Doce Market - Las Mercedes;25/4/2026;CreditsPagoMovilV2;$3.42;484.74;1,657.81;19027527
302764821;2 Doce Market - Las Mercedes;25/4/2026;CreditsPagoMovilV2;$6.62;484.74;3,206.56;19030303
35577490;2 Doce Market - Las Mercedes;25/4/2026;megasoft;$5.85;484.74;2,835.73;19023294
302764821;2 Doce Market - Las Mercedes;25/4/2026;CreditsPagoMovilV2;$19.46;484.74;9,432.07;19030317
523129706;2 Doce Market - Las Mercedes;25/4/2026;CreditsPagoMovilV2;$4.75;484.74;2,302.51;19028976
35577490;2 Doce Market - Las Mercedes;24/4/2026;InstantDebit;$0.85;483.87;411.29;19022815
35577490;2 Doce Market - Las Mercedes;24/4/2026;InstantDebit;$1.00;483.87;483.87;19018792
35577490;2 Doce Market - Las Mercedes;24/4/2026;megasoft;$6.78;483.87;3,280.64;19019423
134123748;2 Doce Market - Las Mercedes;24/4/2026;CreditsPagoMovilV2;$21.60;483.87;10,451.59;19020297
35577490;2 Doce Market - Las Mercedes;24/4/2026;InstantDebit;$2.40;483.87;1,163.22;19023010
35577490;2 Doce Market - Las Mercedes;24/4/2026;megasoft;$4.00;483.87;1,935.48;19019501
35577490;2 Doce Market - Las Mercedes;24/4/2026;InstantDebit;$0.34;483.87;165.48;19015784
134123748;2 Doce Market - Las Mercedes;24/4/2026;CreditsPagoMovilV2;$7.74;483.87;3,745.15;19018552
33312803;2 Doce Market - Las Mercedes;23/4/2026;InstantDebit;$17.51;483.34;8,465.22;19010813
33312803;2 Doce Market - Las Mercedes;23/4/2026;InstantDebit;$5.60;483.34;2,705.74;19014644
445681828;2 Doce Market - Las Mercedes;23/4/2026;CreditsPagoMovilV2;$4.68;483.34;2,262.03;19015139
33312803;2 Doce Market - Las Mercedes;23/4/2026;punto_de_venta;$7.19;483.34;3,475.21;19015380
33312803;2 Doce Market - Las Mercedes;23/4/2026;megasoft;$10.80;483.34;5,220.07;19015251
743311893;2 Doce Market - Las Mercedes;23/4/2026;CreditsPagoMovilV2;$11.52;483.34;5,568.08;19013881
33312803;2 Doce Market - Las Mercedes;23/4/2026;megasoft;$4.50;483.34;2,175.03;19009358
445681828;2 Doce Market - Las Mercedes;23/4/2026;CreditsPagoMovilV2;$6.29;483.34;3,040.69;19015162
33312803;2 Doce Market - Las Mercedes;23/4/2026;megasoft;$7.98;483.34;3,857.05;19012275
33312803;2 Doce Market - Las Mercedes;23/4/2026;megasoft;$2.83;483.34;1,365.92;19011300
445681828;2 Doce Market - Las Mercedes;23/4/2026;CreditsPagoMovilV2;$29.20;483.34;14,111.59;19015321
445681828;2 Doce Market - Las Mercedes;23/4/2026;CreditsPagoMovilV2;$19.54;483.34;9,443.98;19015373
33312803;2 Doce Market - Las Mercedes;23/4/2026;megasoft;$5.33;483.34;2,575.24;19014802
33312803;2 Doce Market - Las Mercedes;23/4/2026;InstantDebit;$5.83;483.34;2,818.84;19015159
33312803;2 Doce Market - Las Mercedes;23/4/2026;megasoft;$6.16;483.34;2,975.44;19012669
32573132;2 Doce Market - Las Mercedes;22/4/2026;megasoft;$2.96;482.76;1,429.45;19007014
32573132;2 Doce Market - Las Mercedes;22/4/2026;InstantDebit;$1.76;482.76;850.14;19006339
32573132;2 Doce Market - Las Mercedes;22/4/2026;InstantDebit;$9.45;482.76;4,562.08;19009026
32573132;2 Doce Market - Las Mercedes;22/4/2026;megasoft;$72.00;482.76;34,758.72;19008540
32573132;2 Doce Market - Las Mercedes;22/4/2026;megasoft;$2.87;482.76;1,383.59;19006619
131812812;2 Doce Market - Las Mercedes;22/4/2026;CreditsPagoMovilV2;$3.67;482.76;1,769.8;19007795
32573132;2 Doce Market - Las Mercedes;22/4/2026;InstantDebit;$1.46;482.76;704.83;19003957
423202544;2 Doce Market - Las Mercedes;22/4/2026;CreditsPagoMovilV2;$3.69;482.76;1,781.38;19008886
131812812;2 Doce Market - Las Mercedes;22/4/2026;CreditsPagoMovilV2;$12.72;482.76;6,142.64;19005746
32573132;2 Doce Market - Las Mercedes;22/4/2026;InstantDebit;$4.76;482.76;2,298.42;19008792
131812812;2 Doce Market - Las Mercedes;22/4/2026;CreditsPagoMovilV2;$4.05;482.76;1,955.18;19006849
131812812;2 Doce Market - Las Mercedes;22/4/2026;CreditsPagoMovilV2;$0.37;482.76;178.62;19003826
31832731;2 Doce Market - Las Mercedes;21/4/2026;InstantDebit;$31.81;481.7;15,320.95;19001441
31832731;2 Doce Market - Las Mercedes;21/4/2026;megasoft;$1.57;481.7;756.27;19003687
294423196;2 Doce Market - Las Mercedes;21/4/2026;CreditsPagoMovilV2;$3.69;481.7;1,777.47;19003565
294423196;2 Doce Market - Las Mercedes;21/4/2026;CreditsPagoMovilV2;$4.87;481.7;2,345.88;19003203
31832731;2 Doce Market - Las Mercedes;21/4/2026;megasoft;$9.81;481.7;4,725.48;19001988
31832731;2 Doce Market - Las Mercedes;21/4/2026;megasoft;$6.46;481.7;3,111.78;18998527
294423196;2 Doce Market - Las Mercedes;21/4/2026;CreditsPagoMovilV2;$4.05;481.7;1,950.88;19003136
903781367;2 Doce Market - Las Mercedes;21/4/2026;CreditsPagoMovilV2;$3.11;481.7;1,495.68;18998184
31102565;2 Doce Market - Las Mercedes;20/4/2026;InstantDebit;$1.16;481.22;557.73;18995516
584960081;2 Doce Market - Las Mercedes;20/4/2026;CreditsPagoMovilV2;$3.77;481.22;1,814.68;18997582
31102565;2 Doce Market - Las Mercedes;20/4/2026;InstantDebit;$0.93;481.22;447.53;18997139
31102565;2 Doce Market - Las Mercedes;20/4/2026;megasoft;$2.34;481.22;1,126.05;18995995
31102565;2 Doce Market - Las Mercedes;20/4/2026;megasoft;$1.37;481.22;656.87;18997463
31102565;2 Doce Market - Las Mercedes;20/4/2026;InstantDebit;$0.17;481.22;82.29;18997559
716359609;2 Doce Market - Las Mercedes;20/4/2026;CreditsPagoMovilV2;$3.69;481.22;1,775.7;18996553
716359609;2 Doce Market - Las Mercedes;20/4/2026;CreditsPagoMovilV2;$4.86;481.22;2,339.45;18995185
584960081;2 Doce Market - Las Mercedes;20/4/2026;CreditsPagoMovilV2;$2.53;481.22;1,217.97;18997110
716359609;2 Doce Market - Las Mercedes;20/4/2026;CreditsPagoMovilV2;$8.06;481.22;3,880.56;18996502
240151526;2 Doce Market - Las Mercedes;19/4/2026;CreditsPagoMovilV2;$14.40;481.22;6,929.57;18990686
30402966;2 Doce Market - Las Mercedes;19/4/2026;megasoft;$5.39;481.22;2,593.78;18989274
30402966;2 Doce Market - Las Mercedes;19/4/2026;megasoft;$2.39;481.22;1,152.04;18991858
30402966;2 Doce Market - Las Mercedes;19/4/2026;InstantDebit;$7.25;481.22;3,488.85;18989367
763940708;2 Doce Market - Las Mercedes;19/4/2026;CreditsPagoMovilV2;$13.87;481.22;6,674.04;18992118
30402966;2 Doce Market - Las Mercedes;19/4/2026;punto_de_venta;$19.53;481.22;9,398.23;18989620
30402966;2 Doce Market - Las Mercedes;19/4/2026;megasoft;$7.00;481.22;3,368.54;18985231
30402966;2 Doce Market - Las Mercedes;19/4/2026;InstantDebit;$9.32;481.22;4,486.9;18985511
763940708;2 Doce Market - Las Mercedes;19/4/2026;CreditsPagoMovilV2;$6.34;481.22;3,053.34;18992363
30402966;2 Doce Market - Las Mercedes;18/4/2026;InstantDebit;$36.00;481.22;17,323.92;18981603
687486124;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$12.42;481.22;5,976.75;18980198
30402966;2 Doce Market - Las Mercedes;18/4/2026;InstantDebit;$5.10;481.22;2,454.7;18977200
8715799;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$11.70;481.22;5,630.27;18984923
30402966;2 Doce Market - Las Mercedes;18/4/2026;InstantDebit;$4.56;481.22;2,194.36;18977219
8715799;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$4.39;481.22;2,112.56;18984436
8715799;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$3.42;481.22;1,645.77;18985031
687486124;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$3.69;481.22;1,775.7;18979800
30402966;2 Doce Market - Las Mercedes;18/4/2026;InstantDebit;$1.03;481.22;498.06;18979572
8715799;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$59.22;481.22;28,497.85;18983882
8715799;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$15.75;481.22;7,579.22;18984931
30402966;2 Doce Market - Las Mercedes;18/4/2026;megasoft;$1.50;481.22;721.83;18980065
30402966;2 Doce Market - Las Mercedes;18/4/2026;megasoft;$2.54;481.22;1,224.7;18977549
30402966;2 Doce Market - Las Mercedes;18/4/2026;punto_de_venta;$5.40;481.22;2,598.59;18985071
687486124;2 Doce Market - Las Mercedes;18/4/2026;CreditsPagoMovilV2;$4.33;480.26;2,079.05;18976933
30402966;2 Doce Market - Las Mercedes;18/4/2026;InstantDebit;$11.88;481.22;5,716.89;18984928
30402966;2 Doce Market - Las Mercedes;18/4/2026;InstantDebit;$1.82;481.22;875.82;18980870
847881059;2 Doce Market - Las Mercedes;17/4/2026;CreditsPagoMovilV2;$4.23;480.26;2,031.5;18975216
30402966;2 Doce Market - Las Mercedes;17/4/2026;InstantDebit;$1.50;480.26;720.39;18976780
30402966;2 Doce Market - Las Mercedes;17/4/2026;InstantDebit;$0.82;480.26;393.81;18975775
30402966;2 Doce Market - Las Mercedes;17/4/2026;InstantDebit;$23.40;480.26;11,238.08;18976327
30402966;2 Doce Market - Las Mercedes;17/4/2026;punto_de_venta;$8.27;480.26;3,972.23;18975645
30402966;2 Doce Market - Las Mercedes;17/4/2026;punto_de_venta;$7.38;480.26;3,544.32;18976783
30402966;2 Doce Market - Las Mercedes;17/4/2026;InstantDebit;$1.05;480.26;504.27;18976698
30402966;2 Doce Market - Las Mercedes;17/4/2026;megasoft;$6.08;480.26;2,917.58;18974345
30402966;2 Doce Market - Las Mercedes;17/4/2026;megasoft;$2.25;480.26;1,080.59;18976692
30402966;2 Doce Market - Las Mercedes;17/4/2026;megasoft;$1.04;480.26;498.99;18971173
847881059;2 Doce Market - Las Mercedes;17/4/2026;CreditsPagoMovilV2;$2.40;480.26;1,152.62;18974010
30402966;2 Doce Market - Las Mercedes;17/4/2026;InstantDebit;$1.00;479.78;479.78;18968674
523905368;2 Doce Market - Las Mercedes;16/4/2026;CreditsPagoMovilV2;$1.62;479.78;777.24;18963189
928091582;2 Doce Market - Las Mercedes;16/4/2026;InstantDebit;$7.20;479.78;3,454.42;18964054
523905368;2 Doce Market - Las Mercedes;16/4/2026;CreditsPagoMovilV2;$27.94;479.78;13,403.13;18966167
928091582;2 Doce Market - Las Mercedes;16/4/2026;InstantDebit;$57.29;479.78;27,488.52;18968340
52683406;2 Doce Market - Las Mercedes;15/4/2026;CreditsPagoMovilV2;$4.58;478.58;2,191.9;18960572
27338520;2 Doce Market - Las Mercedes;15/4/2026;InstantDebit;$5.85;478.58;2,799.69;18959663
27338520;2 Doce Market - Las Mercedes;15/4/2026;megasoft;$11.68;478.58;5,590.77;18961901
27338520;2 Doce Market - Las Mercedes;15/4/2026;InstantDebit;$1.78;478.58;853.79;18959550
27338520;2 Doce Market - Las Mercedes;15/4/2026;InstantDebit;$79.28;478.58;37,942.3;18959462
27338520;2 Doce Market - Las Mercedes;15/4/2026;InstantDebit;$11.52;478.58;5,513.24;18960799
27338520;2 Doce Market - Las Mercedes;15/4/2026;InstantDebit;$3.50;478.58;1,673.35;18961976
26600228;2 Doce Market - Las Mercedes;14/4/2026;megasoft;$3.42;477.63;1,633.49;18955811
766924298;2 Doce Market - Las Mercedes;14/4/2026;CreditsPagoMovilV2;$6.66;477.63;3,181.02;18955864
26600228;2 Doce Market - Las Mercedes;14/4/2026;megasoft;$1.91;477.63;914.18;18950157
766924298;2 Doce Market - Las Mercedes;14/4/2026;CreditsPagoMovilV2;$7.20;477.63;3,438.94;18955992
26600228;2 Doce Market - Las Mercedes;14/4/2026;megasoft;$8.91;477.63;4,255.64;18954333
25913976;2 Doce Market - Las Mercedes;13/4/2026;InstantDebit;$3.69;477.15;1,760.68;18945788
559532102;2 Doce Market - Las Mercedes;13/4/2026;CreditsPagoMovilV2;$3.69;477.15;1,760.68;18949717
559532102;2 Doce Market - Las Mercedes;13/4/2026;CreditsPagoMovilV2;$6.30;477.15;3,006.04;18949865
25913976;2 Doce Market - Las Mercedes;13/4/2026;punto_de_venta;$11.70;477.15;5,582.65;18949134
947411020;2 Doce Market - Las Mercedes;13/4/2026;CreditsPagoMovilV2;$2.67;477.15;1,275.42;18948875
25913976;2 Doce Market - Las Mercedes;13/4/2026;InstantDebit;$1.92;477.15;916.13;18950004
848431047;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$2.42;477.15;1,154.7;18938270
25181223;2 Doce Market - Las Mercedes;12/4/2026;megasoft;$1.50;477.15;714.29;18944412
25181223;2 Doce Market - Las Mercedes;12/4/2026;megasoft;$21.12;477.15;10,077.36;18943783
143343044;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$3.69;477.15;1,760.68;18944980
848431047;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$1.35;477.15;644.15;18939279
25181223;2 Doce Market - Las Mercedes;12/4/2026;InstantDebit;$2.73;477.15;1,302.62;18943628
848431047;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$36.00;477.15;17,177.4;18937930
848431047;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$2.78;477.15;1,326.95;18939234
848431047;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$3.37;477.15;1,609.9;18941850
848431047;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$6.46;477.15;3,084.3;18938136
848431047;2 Doce Market - Las Mercedes;12/4/2026;CreditsPagoMovilV2;$4.86;477.15;2,318.95;18939255
25181223;2 Doce Market - Las Mercedes;12/4/2026;InstantDebit;$4.68;477.15;2,233.06;18944652
25181223;2 Doce Market - Las Mercedes;12/4/2026;InstantDebit;$26.30;477.15;12,548.09;18944476
25181223;2 Doce Market - Las Mercedes;12/4/2026;InstantDebit;$1.23;477.15;584.51;18942812
25181223;2 Doce Market - Las Mercedes;12/4/2026;InstantDebit;$3.01;477.15;1,435.27;18940509
824983764;2 Doce Market - Las Mercedes;11/4/2026;CreditsPagoMovilV2;$24.30;477.15;11,594.74;18934312
824983764;2 Doce Market - Las Mercedes;11/4/2026;CreditsPagoMovilV2;$3.69;477.15;1,760.68;18934824
25181223;2 Doce Market - Las Mercedes;11/4/2026;InstantDebit;$1.56;477.15;744.35;18937252
25181223;2 Doce Market - Las Mercedes;11/4/2026;InstantDebit;$5.71;477.15;2,726.91;18932929
25181223;2 Doce Market - Las Mercedes;11/4/2026;InstantDebit;$11.64;477.15;5,552.59;18937635
25181223;2 Doce Market - Las Mercedes;11/4/2026;megasoft;$15.63;477.15;7,459.29;18933379
25181223;2 Doce Market - Las Mercedes;11/4/2026;megasoft;$35.95;477.15;17,151.63;18932217
192225427;2 Doce Market - Las Mercedes;11/4/2026;CreditsPagoMovilV2;$9.00;477.15;4,294.35;18937919
25181223;2 Doce Market - Las Mercedes;11/4/2026;megasoft;$5.85;477.15;2,791.33;18937120
25181223;2 Doce Market - Las Mercedes;11/4/2026;InstantDebit;$1.39;477.15;663.24;18937597
824983764;2 Doce Market - Las Mercedes;11/4/2026;CreditsPagoMovilV2;$2.32;477.15;1,109.37;18933183
192225427;2 Doce Market - Las Mercedes;11/4/2026;CreditsPagoMovilV2;$29.42;477.15;14,038.23;18937629
25181223;2 Doce Market - Las Mercedes;11/4/2026;megasoft;$4.60;477.15;2,194.41;18935271
25181223;2 Doce Market - Las Mercedes;11/4/2026;InstantDebit;$10.08;477.15;4,809.67;18937781
965181765;2 Doce Market - Las Mercedes;10/4/2026;CreditsPagoMovilV2;$17.55;476.43;8,361.35;18925604
25181223;2 Doce Market - Las Mercedes;10/4/2026;InstantDebit;$18.00;476.43;8,575.74;18930105
25181223;2 Doce Market - Las Mercedes;10/4/2026;megasoft;$12.60;476.43;6,003.02;18924409
864739662;2 Doce Market - Las Mercedes;10/4/2026;CreditsPagoMovilV2;$2.70;476.43;1,286.36;18929672
25181223;2 Doce Market - Las Mercedes;10/4/2026;InstantDebit;$3.69;476.43;1,758.03;18930090
864739662;2 Doce Market - Las Mercedes;10/4/2026;CreditsPagoMovilV2;$9.00;476.43;4,287.87;18930125
25181223;2 Doce Market - Las Mercedes;10/4/2026;megasoft;$6.98;475.96;3,322.2;18922678
25181223;2 Doce Market - Las Mercedes;10/4/2026;megasoft;$58.59;476.43;27,914.03;18927482
965181765;2 Doce Market - Las Mercedes;10/4/2026;CreditsPagoMovilV2;$1.65;476.43;786.11;18924760
965181765;2 Doce Market - Las Mercedes;10/4/2026;CreditsPagoMovilV2;$27.00;476.43;12,863.61;18928210
25181223;2 Doce Market - Las Mercedes;10/4/2026;megasoft;$7.95;475.96;3,783.88;18922649
23237195;2 Doce Market - Las Mercedes;9/4/2026;megasoft;$76.48;475.96;36,402.37;18922572
642064838;2 Doce Market - Las Mercedes;9/4/2026;CreditsPagoMovilV2;$11.48;475.96;5,466.4;18920491
23237195;2 Doce Market - Las Mercedes;9/4/2026;megasoft;$3.95;475.96;1,880.04;18922081
642064838;2 Doce Market - Las Mercedes;9/4/2026;CreditsPagoMovilV2;$0.35;475.96;167.06;18921672
23237195;2 Doce Market - Las Mercedes;9/4/2026;megasoft;$7.79;475.96;3,709.63;18921615
23237195;2 Doce Market - Las Mercedes;9/4/2026;megasoft;$5.65;475.96;2,690.13;18922315
642064838;2 Doce Market - Las Mercedes;9/4/2026;CreditsPagoMovilV2;$2.18;475.96;1,038.54;18918710
642064838;2 Doce Market - Las Mercedes;9/4/2026;CreditsPagoMovilV2;$2.23;475.96;1,060.2;18920596
963007694;2 Doce Market - Las Mercedes;8/4/2026;megasoft;$1.88;475.01;895.39;18913197
448407155;2 Doce Market - Las Mercedes;8/4/2026;CreditsPagoMovilV2;$9.74;475.01;4,626.6;18913006
963007694;2 Doce Market - Las Mercedes;8/4/2026;megasoft;$39.31;475.01;18,673.59;18915703
21981947;2 Doce Market - Las Mercedes;7/4/2026;InstantDebit;$9.69;474.53;4,599.62;18907213
826458327;2 Doce Market - Las Mercedes;7/4/2026;CreditsPagoMovilV2;$13.93;474.53;6,611.15;18908988
21981947;2 Doce Market - Las Mercedes;7/4/2026;megasoft;$12.62;474.53;5,988.62;18906485
21981947;2 Doce Market - Las Mercedes;7/4/2026;megasoft;$6.94;474.53;3,292.76;18906521
21981947;2 Doce Market - Las Mercedes;7/4/2026;InstantDebit;$6.39;474.53;3,032.25;18907827
21981947;2 Doce Market - Las Mercedes;7/4/2026;InstantDebit;$2.61;474.53;1,238.52;18904225
826458327;2 Doce Market - Las Mercedes;7/4/2026;CreditsPagoMovilV2;$4.95;474.53;2,348.92;18909354
21981947;2 Doce Market - Las Mercedes;7/4/2026;InstantDebit;$16.84;474.53;7,990.61;18908764
21342706;2 Doce Market - Las Mercedes;6/4/2026;InstantDebit;$3.15;474.06;1,493.29;18903566
21342706;2 Doce Market - Las Mercedes;6/4/2026;megasoft;$1.64;474.06;779.35;18902637
501996817;2 Doce Market - Las Mercedes;6/4/2026;CreditsPagoMovilV2;$6.09;474.06;2,888.45;18903279
21342706;2 Doce Market - Las Mercedes;6/4/2026;InstantDebit;$14.40;474.06;6,826.46;18903961
20710563;2 Doce Market - Las Mercedes;5/4/2026;punto_de_venta;$3.69;474.06;1,749.28;18898753
20710563;2 Doce Market - Las Mercedes;5/4/2026;punto_de_venta;$3.69;474.06;1,749.28;18896729
870448287;2 Doce Market - Las Mercedes;5/4/2026;CreditsPagoMovilV2;$3.69;474.06;1,749.28;18898786
20710563;2 Doce Market - Las Mercedes;5/4/2026;InstantDebit;$4.50;474.06;2,133.27;18897190
20710563;2 Doce Market - Las Mercedes;5/4/2026;InstantDebit;$2.29;474.06;1,085.12;18898501
20710563;2 Doce Market - Las Mercedes;5/4/2026;InstantDebit;$4.28;474.06;2,030.87;18898498
20710563;2 Doce Market - Las Mercedes;5/4/2026;InstantDebit;$6.84;474.06;3,242.57;18897055
20710563;2 Doce Market - Las Mercedes;5/4/2026;InstantDebit;$3.42;474.06;1,621.29;18898765
20710563;2 Doce Market - Las Mercedes;5/4/2026;megasoft;$2.33;474.06;1,104.56;18898053
20710563;2 Doce Market - Las Mercedes;5/4/2026;InstantDebit;$1.50;474.06;711.09;18898510
20710563;2 Doce Market - Las Mercedes;4/4/2026;punto_de_venta;$11.83;474.06;5,606.23;18891596
20710563;2 Doce Market - Las Mercedes;4/4/2026;megasoft;$6.75;474.06;3,199.91;18886249
20710563;2 Doce Market - Las Mercedes;4/4/2026;InstantDebit;$3.69;474.06;1,749.28;18891382
20710563;2 Doce Market - Las Mercedes;4/4/2026;megasoft;$6.56;474.06;3,107.89;18890762
748806734;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$21.60;474.06;10,239.7;18889280
748806734;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$1.18;474.06;557.49;18887130
425968722;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$9.09;474.06;4,309.21;18891686
20710563;2 Doce Market - Las Mercedes;4/4/2026;megasoft;$8.72;474.06;4,133.8;18890987
748806734;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$10.23;474.06;4,851.06;18885909
20710563;2 Doce Market - Las Mercedes;4/4/2026;punto_de_venta;$3.69;474.06;1,749.28;18890532
20710563;2 Doce Market - Las Mercedes;4/4/2026;InstantDebit;$0.99;474.06;469.32;18887558
20710563;2 Doce Market - Las Mercedes;4/4/2026;InstantDebit;$1.54;474.06;729.58;18886255
425968722;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$10.80;474.06;5,119.85;18891536
20710563;2 Doce Market - Las Mercedes;4/4/2026;InstantDebit;$2.37;474.06;1,122.57;18887208
748806734;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$7.60;474.06;3,600.96;18887725
425968722;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$4.23;474.06;2,005.27;18890312
20710563;2 Doce Market - Las Mercedes;4/4/2026;megasoft;$7.65;474.06;3,626.56;18891706
425968722;2 Doce Market - Las Mercedes;4/4/2026;CreditsPagoMovilV2;$26.64;474.06;12,628.96;18891737
791606962;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$9.00;474.06;4,266.54;18882999
20710563;2 Doce Market - Las Mercedes;3/4/2026;InstantDebit;$15.31;474.06;7,257.38;18883594
20710563;2 Doce Market - Las Mercedes;3/4/2026;megasoft;$18.00;474.06;8,533.08;18883400
20710563;2 Doce Market - Las Mercedes;3/4/2026;InstantDebit;$13.68;474.06;6,485.14;18878290
791606962;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$1.61;474.06;763.24;18878479
20710563;2 Doce Market - Las Mercedes;3/4/2026;InstantDebit;$1.76;474.06;834.35;18879498
20710563;2 Doce Market - Las Mercedes;3/4/2026;punto_de_venta;$4.32;474.06;2,047.94;18884014
20710563;2 Doce Market - Las Mercedes;3/4/2026;punto_de_venta;$19.44;474.06;9,215.73;18884146
20710563;2 Doce Market - Las Mercedes;3/4/2026;punto_de_venta;$3.69;474.06;1,749.28;18877690
791606962;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$7.83;474.06;3,711.89;18878177
791606962;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$1.70;474.06;805.9;18878513
791606962;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$64.78;474.06;30,710.55;18882820
791606962;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$5.94;474.06;2,815.92;18879459
354861024;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$12.46;474.06;5,904.89;18884170
20710563;2 Doce Market - Las Mercedes;3/4/2026;InstantDebit;$4.29;474.06;2,033.72;18879195
20710563;2 Doce Market - Las Mercedes;3/4/2026;InstantDebit;$17.72;474.06;8,400.82;18879524
20710563;2 Doce Market - Las Mercedes;3/4/2026;InstantDebit;$13.09;474.06;6,203.55;18880196
354861024;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$2.35;474.06;1,114.04;18884318
20710563;2 Doce Market - Las Mercedes;3/4/2026;megasoft;$2.43;474.06;1,151.97;18883559
20710563;2 Doce Market - Las Mercedes;3/4/2026;megasoft;$6.97;474.06;3,302.3;18883680
354861024;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$4.00;474.06;1,896.24;18883995
791606962;2 Doce Market - Las Mercedes;3/4/2026;CreditsPagoMovilV2;$4.59;474.06;2,175.94;18880633
979462411;2 Doce Market - Las Mercedes;2/4/2026;CreditsPagoMovilV2;$2.34;473.92;1,108.97;18870421
